#,P:len1,P:len2,净利润,年化收益率%
1*,16,21,6672403.25,84.30
2,16,22,6672403.25,84.30
3,16,23,6672403.25,84.30
4,16,24,6672403.25,84.30
5,16,25,6672403.25,84.30
6,16,26,6672403.25,84.30
7,16,1,6495350.05,82.07
8,16,2,6495350.05,82.07
9,16,3,6495350.05,82.07
10,16,4,6495350.05,82.07
11,16,5,6495350.05,82.07
12,16,6,6495350.05,82.07
13,16,7,6495350.05,82.07
14,16,8,6495350.05,82.07
15,16,9,6495350.05,82.07
16,16,10,6495350.05,82.07
17,16,11,6495350.05,82.07
18,16,12,6495350.05,82.07
19,16,13,6495350.05,82.07
20,16,14,6495350.05,82.07
21,16,15,6495350.05,82.07
22,16,16,6495350.05,82.07
23,16,17,6495350.05,82.07
24,16,18,6495350.05,82.07
25,16,19,6495350.05,82.07
26,16,20,6495350.05,82.07
27,13,36,6402831.47,80.90
28,14,36,6350305.22,80.23
29,15,36,6350305.22,80.23
30,16,34,6350305.22,80.23
31,16,35,6350305.22,80.23
32,16,36,6350305.22,80.23
33,15,21,6244701.25,78.90
34,15,22,6244701.25,78.90
35,15,23,6244701.25,78.90
36,15,24,6244701.25,78.90
37,15,25,6244701.25,78.90
38,15,26,6244701.25,78.90
39,14,21,6109955.10,77.20
40,14,22,6109955.10,77.20
41,14,23,6109955.10,77.20
42,14,24,6109955.10,77.20
43,14,25,6109955.10,77.20
44,14,26,6109955.10,77.20
45,15,19,6067648.05,76.66
46,15,20,6067648.05,76.66
47,13,34,5975129.47,75.49
48,13,35,5975129.47,75.49
49,16,27,5964398.50,75.36
50,16,28,5964398.50,75.36
51,16,29,5964398.50,75.36
52,16,30,5964398.50,75.36
53,16,31,5964398.50,75.36
54,16,32,5964398.50,75.36
55,16,33,5964398.50,75.36
56,13,22,5938508.77,75.03
57,13,23,5938508.77,75.03
58,13,24,5938508.77,75.03
59,13,25,5938508.77,75.03
60,13,26,5938508.77,75.03
61,14,19,5932901.90,74.96
62,14,20,5932901.90,74.96
63,14,34,5922603.22,74.83
64,14,35,5922603.22,74.83
65,15,34,5922603.22,74.83
66,15,35,5922603.22,74.83
67,13,21,5655140.17,71.45
68,14,28,5594151.30,70.68
69,13,32,5589222.75,70.62
70,13,33,5589222.75,70.62
71,14,29,5536696.50,69.95
72,14,30,5536696.50,69.95
73,14,31,5536696.50,69.95
74,14,32,5536696.50,69.95
75,14,33,5536696.50,69.95
76,15,27,5536696.50,69.95
77,15,28,5536696.50,69.95
78,15,29,5536696.50,69.95
79,15,30,5536696.50,69.95
80,15,31,5536696.50,69.95
81,15,32,5536696.50,69.95
82,15,33,5536696.50,69.95
83,13,19,5478086.97,69.21
84,13,20,5478086.97,69.21
85,10,26,5475642.50,69.18
86,12,24,5451402.52,68.88
87,12,25,5451402.52,68.88
88,12,26,5451402.52,68.88
89,13,28,5422704.97,68.51
90,14,27,5401950.35,68.25
91,13,29,5365250.17,67.79
92,13,30,5365250.17,67.79
93,13,31,5365250.17,67.79
94,10,24,5278895.92,66.70
95,10,25,5278895.92,66.70
96,13,27,5230504.02,66.09
97,12,22,5000030.30,63.17
98,12,23,5000030.30,63.17
99,17,21,4920277.60,62.17
100,17,22,4920277.60,62.17
